1631013708126100;-35;10;54
1631013708157350;-37;11;52
1631013708188600;-37;11;51
1631013708219860;-36;11;50
1631013708251110;-36;11;51
1631013708282360;-37;10;53
1631013708313610;-37;10;53
1631013708344860;-36;11;53
1631013708376110;-35;12;51
1631013708407360;-38;13;49
1631013708438620;-40;11;50
1631013708469870;-40;10;51
1631013708501120;-39;9;51
1631013708532370;-38;11;52
1631013708563620;-37;12;50
1631013708594870;-39;10;51
1631013708626120;-40;11;51
1631013708657380;-40;11;51
1631013708688630;-37;11;50
1631013708719880;-39;10;50
1631013708751130;-40;10;50
1631013708782380;-40;10;49
1631013708813630;-39;11;48
1631013708844880;-41;13;49
1631013708876140;-42;13;49
1631013708907390;-41;12;49
1631013708938640;-41;12;48
1631013708969890;-41;11;48
1631013709001140;-41;11;48
1631013709032390;-41;11;48
1631013709063650;-41;11;48
1631013709094900;-41;11;48
1631013709126150;-41;11;49
1631013709157400;-41;11;49
1631013709188650;-42;10;49
1631013709219900;-41;11;49
1631013709251150;-49;11;46
1631013709282410;-47;5;47
1631013709313660;-45;5;45
1631013709344910;-48;12;37
1631013709376160;-45;16;35
1631013709407410;-39;17;36
1631013709438660;-28;16;41
1631013709469910;-28;10;50
1631013709501170;-34;10;45
1631013709532420;-44;6;39
1631013709563670;-44;5;40
1631013709594920;-52;4;45
1631013709626170;-73;-3;24
1631013709657420;-86;-3;21
1631013709688670;-81;-8;30
1631013709719930;-63;-8;37
1631013709751180;-52;-12;32
1631013709782430;-52;-20;30
1631013709813680;-46;-21;40
1631013709844930;-44;-22;42
1631013709876180;-42;-23;41
1631013709907430;-38;-26;36
1631013709938690;-34;-24;38
1631013709969940;-45;-22;46
1631013710001190;-49;-24;44
1631013710032440;-46;-22;40
1631013710063690;-45;-15;46
1631013710094940;-48;-12;49
1631013710126190;-39;-2;46
1631013710157450;-35;-2;43
1631013710188700;-38;-5;43
1631013710219950;-45;-12;38
1631013710251200;-48;-15;35
1631013710282450;-48;-21;40
1631013710313700;-43;-27;47
1631013710344950;-44;-28;45
1631013710376210;-51;-28;43
1631013710407460;-53;-27;44
1631013710438710;-51;-29;41
1631013710469960;-43;-28;38
1631013710501210;-46;-29;38
1631013710532460;-53;-29;36
1631013710563710;-44;-28;35
1631013710594970;-42;-27;37
1631013710626220;-41;-26;42
1631013710657470;-41;-26;43
1631013710688720;-41;-26;43
1631013710719970;-43;-26;42
1631013710751220;-43;-26;42
1631013710782470;-41;-25;42
1631013710813730;-42;-25;41
1631013710844980;-42;-25;41
1631013710876230;-42;-25;42
1631013710907480;-42;-26;42
1631013710938730;-41;-26;41
1631013710969980;-41;-27;42
1631013711001230;-41;-26;42
1631013711032490;-42;-26;41
1631013711063740;-42;-26;41
1631013711094990;-42;-26;41
1631013711126240;-43;-26;41
1631013711157490;-43;-26;41
1631013711188740;-43;-26;41
1631013711220000;-43;-26;41
1631013711251250;-42;-26;41
1631013711282500;-42;-26;41
1631013711313750;-41;-26;41
1631013711345000;-41;-27;41
1631013711376250;-42;-28;42
1631013711407500;-44;-29;41
1631013711438760;-44;-28;40
1631013711470010;-42;-27;39
1631013711501260;-42;-27;40
1631013711532510;-42;-27;42
1631013711563760;-43;-27;41
1631013711595010;-42;-27;40
1631013711626260;-42;-27;40
1631013711657520;-44;-27;40
1631013711688770;-44;-27;40
1631013711720020;-44;-27;40
1631013711751270;-43;-27;40
1631013711782520;-42;-28;40
1631013711813770;-42;-28;41
1631013711845020;-42;-27;41
1631013711876280;-42;-27;41
1631013711907530;-42;-27;41
1631013711938780;-43;-27;41
1631013711970030;-43;-27;41
1631013712001280;-42;-27;41
1631013712032530;-42;-27;41
1631013712063780;-42;-27;41
1631013712095040;-42;-26;41
1631013712126290;-42;-26;41
1631013712157540;-42;-26;41
1631013712188790;-42;-27;41
1631013712220040;-43;-27;41
1631013712251290;-42;-27;41
1631013712282540;-42;-26;41
1631013712313800;-42;-27;41
1631013712345050;-42;-27;41
1631013712376300;-41;-27;42
1631013712407550;-42;-26;41
1631013712438800;-42;-26;41
1631013712470050;-43;-26;41
1631013712501300;-43;-26;41
1631013712532560;-42;-26;42
1631013712563810;-40;-27;41
1631013712595060;-41;-27;42
1631013712626310;-41;-27;42
1631013712657560;-42;-27;42
1631013712688810;-41;-26;41
1631013712720060;-41;-26;41
1631013712751320;-42;-26;42
1631013712782570;-43;-27;41
1631013712813820;-43;-27;41
1631013712845070;-42;-27;41
1631013712876320;-41;-27;42
1631013712907570;-42;-27;42
1631013712938820;-42;-27;42
1631013712970080;-42;-27;41
1631013713001330;-42;-27;41
1631013713032580;-42;-26;41
1631013713063830;-42;-26;41
1631013713095080;-42;-26;41
1631013713126330;-42;-27;41
1631013713157580;-42;-27;41
1631013713188840;-42;-27;41
1631013713220090;-42;-27;41
1631013713251340;-42;-27;41
1631013713282590;-42;-27;41
1631013713313840;-42;-27;41
1631013713345090;-42;-27;41
1631013713376340;-42;-27;41
1631013713407600;-42;-27;41
1631013713438850;-42;-27;41
1631013713470100;-42;-26;41
1631013713501350;-42;-26;41
1631013713532600;-42;-26;41
1631013713563850;-42;-27;42
1631013713595100;-42;-27;42
1631013713626360;-42;-27;41
1631013713657610;-42;-26;41
1631013713688860;-42;-26;41
1631013713720110;-42;-27;42
1631013713751360;-42;-27;42
1631013713782610;-42;-27;41
1631013713813860;-41;-27;41
1631013713845120;-42;-26;42
1631013713876370;-42;-27;41
1631013713907620;-42;-27;42
1631013713938870;-42;-27;42
1631013713970120;-42;-27;41
1631013714001370;-42;-26;42
1631013714032630;-41;-26;42
1631013714063880;-42;-27;42
1631013714095130;-43;-27;41
1631013714126380;-43;-27;40
1631013714157630;-43;-27;40
1631013714188880;-43;-27;40
1631013714220130;-41;-27;41
1631013714251390;-39;-26;42
1631013714282640;-41;-26;43
1631013714313890;-42;-27;43
1631013714345140;-42;-27;43
1631013714376390;-40;-27;41
1631013714407640;-43;-26;41
1631013714438890;-45;-26;40
1631013714470150;-41;-25;41
1631013714501400;-39;-25;42
1631013714532650;-43;-25;42
1631013714563900;-45;-26;42
1631013714595150;-43;-26;43
1631013714626400;-39;-26;43
1631013714657650;-39;-26;43
1631013714688910;-41;-26;41
1631013714720160;-26;-28;48
1631013714751410;-33;-29;48
1631013714782660;-49;-29;38
1631013714813910;-57;-23;32
1631013714845160;-56;-24;33
1631013714876410;-30;-27;46
1631013714907670;-40;-29;48
1631013714938920;-51;-28;40
1631013714970170;-43;-28;41
1631013715001420;-32;-26;49
1631013715032670;-30;-24;48
1631013715063920;-34;-23;47
1631013715095170;-37;-25;46
1631013715126430;-40;-25;40
1631013715157680;-41;-27;42
1631013715188930;-41;-27;43
1631013715220180;-42;-28;47
1631013715251430;-41;-28;43
1631013715282680;-39;-27;43
1631013715313930;-33;-25;48
1631013715345190;-39;-24;44
1631013715376440;-44;-24;40
1631013715407690;-47;-25;38
1631013715438940;-44;-26;40
1631013715470190;-43;-27;43
1631013715501440;-42;-27;44
1631013715532690;-40;-27;44
1631013715563950;-38;-26;45
1631013715595200;-39;-25;45
1631013715626450;-38;-24;45
1631013715657700;-38;-24;44
1631013715688950;-41;-23;45
1631013715720200;-42;-24;45
1631013715751450;-40;-25;44
1631013715782710;-40;-25;43
1631013715813960;-40;-26;44
1631013715845210;-36;-26;47
1631013715876460;-35;-26;47
1631013715907710;-36;-27;45
1631013715938960;-35;-27;44
1631013715970210;-37;-27;46
1631013716001470;-45;-26;43
1631013716032720;-48;-25;41
1631013716063970;-47;-25;42
1631013716095220;-42;-24;42
1631013716126470;-39;-24;43
1631013716157720;-36;-24;45
1631013716188980;-38;-24;46
1631013716220230;-38;-24;45
1631013716251480;-34;-24;48
1631013716282730;-34;-26;49
1631013716313980;-40;-26;45
1631013716345230;-43;-26;42
1631013716376480;-41;-25;42
1631013716407740;-41;-24;44
1631013716438990;-44;-25;43
1631013716470240;-42;-25;43
1631013716501490;-39;-26;45
1631013716532740;-37;-26;45
1631013716563990;-38;-27;45
1631013716595240;-38;-27;45
1631013716626500;-38;-26;45
1631013716657750;-41;-26;44
1631013716689000;-41;-25;43
1631013716720250;-38;-25;43
1631013716751500;-35;-25;46
1631013716782750;-44;-23;51
1631013716814000;-50;-24;51
1631013716845260;-47;-25;38
1631013716876510;-32;-24;44
1631013716907760;-34;-23;46
1631013716939010;-38;-22;44
1631013716970260;-38;-22;41
1631013717001510;-41;-25;43
1631013717032760;-40;-26;44
1631013717064020;-40;-27;43
1631013717095270;-42;-27;42
1631013717126520;-43;-27;42
1631013717157770;-42;-26;43
1631013717189020;-42;-25;43
1631013717220270;-42;-25;42
1631013717251520;-43;-25;42
1631013717282780;-41;-26;43
1631013717314030;-40;-26;43
1631013717345280;-40;-27;44
1631013717376530;-41;-27;43
1631013717407780;-41;-27;43
1631013717439030;-41;-27;42
1631013717470280;-42;-26;42
1631013717501540;-41;-26;42
1631013717532790;-41;-25;43
1631013717564040;-41;-26;43
1631013717595290;-42;-26;43
1631013717626540;-41;-26;43
1631013717657790;-41;-27;43
1631013717689040;-40;-26;43
1631013717720300;-40;-26;43
1631013717751550;-40;-25;43
1631013717782800;-40;-26;44
1631013717814050;-41;-26;43
1631013717845300;-41;-26;43
1631013717876550;-41;-26;43
1631013717907800;-40;-26;43
1631013717939060;-40;-25;43
1631013717970310;-40;-25;44
1631013718001560;-40;-25;43
1631013718032810;-41;-26;43
1631013718064060;-40;-26;44
1631013718095310;-40;-26;43
1631013718126560;-40;-26;43
1631013718157820;-40;-26;43
1631013718189070;-40;-26;44
1631013718220320;-41;-26;43
1631013718251570;-40;-26;43
1631013718282820;-41;-26;43
1631013718314070;-41;-26;43
1631013718345320;-40;-26;43
1631013718376580;-40;-26;43
1631013718407830;-41;-26;43
1631013718439080;-41;-26;43
1631013718470330;-40;-26;44
1631013718501580;-40;-26;44
1631013718532830;-40;-26;44
1631013718564090;-40;-26;44
1631013718595340;-41;-26;43
1631013718626590;-41;-26;43
1631013718657840;-41;-25;43
1631013718689090;-40;-25;44
1631013718720340;-40;-26;44
1631013718751590;-40;-26;44
1631013718782850;-40;-26;44
1631013718814100;-40;-26;44
1631013718845350;-40;-26;44
1631013718876600;-40;-26;43
1631013718907850;-40;-26;44
1631013718939100;-40;-26;44
1631013718970350;-40;-26;44
1631013719001610;-40;-26;43
1631013719032860;-41;-26;44
1631013719064110;-40;-26;43
1631013719095360;-40;-26;43
1631013719126610;-40;-26;44
1631013719157860;-40;-26;43
1631013719189110;-40;-26;44
1631013719220370;-41;-26;43
1631013719251620;-40;-25;43
1631013719282870;-40;-26;43
1631013719314120;-40;-26;44
1631013719345370;-40;-26;44
1631013719376620;-41;-26;43
1631013719407870;-41;-26;43
1631013719439130;-41;-26;43
1631013719470380;-40;-26;43
1631013719501630;-40;-26;44
1631013719532880;-40;-26;44
1631013719564130;-40;-26;43
1631013719595380;-40;-26;44
1631013719626630;-40;-26;44
1631013719657890;-40;-26;44
1631013719689140;-40;-26;43
1631013719720390;-40;-26;44
1631013719751640;-40;-26;43
1631013719782890;-40;-26;44
1631013719814140;-40;-26;44
1631013719845390;-40;-26;43
1631013719876650;-40;-26;43
1631013719907900;-40;-26;44
1631013719939150;-40;-26;44
1631013719970400;-40;-26;44
1631013720001650;-40;-26;43
1631013720032900;-40;-26;44
1631013720064150;-40;-26;44
1631013720095410;-40;-26;43
1631013720126660;-40;-26;43
1631013720157910;-40;-26;44
1631013720189160;-40;-26;44
1631013720220410;-40;-26;44
1631013720251660;-41;-26;43
1631013720282910;-41;-25;43
1631013720314170;-40;-26;43
1631013720345420;-40;-26;44
1631013720376670;-40;-26;44
1631013720407920;-40;-26;43
1631013720439170;-40;-26;43
1631013720470420;-40;-26;44
1631013720501670;-40;-26;44
1631013720532930;-40;-26;44
1631013720564180;-40;-26;43
1631013720595430;-40;-26;43
1631013720626680;-40;-26;44
1631013720657930;-40;-26;43
1631013720689180;-40;-26;44
1631013720720430;-40;-26;44
1631013720751690;-40;-26;43
1631013720782940;-40;-26;44
1631013720814190;-40;-26;44
1631013720845440;-40;-26;44
1631013720876690;-40;-26;44
1631013720907940;-40;-26;44
1631013720939190;-40;-26;43
1631013720970450;-40;-26;44
1631013721001700;-40;-26;43
1631013721032950;-40;-25;43
1631013721064200;-40;-26;44
1631013721095450;-40;-26;44
1631013721126700;-40;-26;44
1631013721157950;-40;-26;44
1631013721189210;-41;-26;43
1631013721220460;-41;-26;43
1631013721251710;-40;-26;43
1631013721282960;-40;-26;44
1631013721314210;-40;-26;44
1631013721345460;-40;-26;43
1631013721376720;-40;-26;43
1631013721407970;-40;-26;44
1631013721439220;-40;-26;43
1631013721470470;-40;-26;43
1631013721501720;-40;-26;43
1631013721532970;-40;-26;43
1631013721564220;-40;-26;44
1631013721595480;-40;-26;44
1631013721626730;-40;-26;43
1631013721657980;-41;-26;43
1631013721689230;-40;-26;44
1631013721720480;-40;-26;43
1631013721751730;-40;-26;43
1631013721782980;-40;-26;43
1631013721814240;-40;-26;43
1631013721845490;-40;-26;44
1631013721876740;-41;-26;43
1631013721907990;-41;-26;43
1631013721939240;-40;-26;43
1631013721970490;-40;-26;43
1631013722001740;-40;-26;44
1631013722033000;-41;-26;43
1631013722064250;-40;-26;43
1631013722095500;-40;-26;43
1631013722126750;-40;-26;43
1631013722158000;-40;-26;44
1631013722189250;-40;-26;44
1631013722220500;-40;-26;44
1631013722251760;-40;-26;44
1631013722283010;-40;-26;43
1631013722314260;-40;-26;44
1631013722345510;-40;-26;43
1631013722376760;-40;-26;44
1631013722408010;-40;-26;43
1631013722439260;-40;-26;44
1631013722470520;-40;-26;43
1631013722501770;-40;-26;44
1631013722533020;-40;-26;43
1631013722564270;-40;-26;43
1631013722595520;-40;-26;43
1631013722626770;-40;-26;43
1631013722658020;-40;-26;43
1631013722689280;-40;-26;44
1631013722720530;-40;-26;43
1631013722751780;-41;-26;43
1631013722783030;-41;-26;43
1631013722814280;-40;-26;44
1631013722845530;-40;-26;44
1631013722876780;-40;-26;44
1631013722908040;-41;-26;43
1631013722939290;-41;-26;43
1631013722970540;-40;-26;43
1631013723001790;-40;-26;44
1631013723033040;-40;-26;44
1631013723064290;-40;-26;44
1631013723095540;-40;-26;43
1631013723126800;-40;-26;43
1631013723158050;-40;-26;44
1631013723189300;-40;-26;43
1631013723220550;-40;-26;43
1631013723251800;-40;-26;43
1631013723283050;-40;-26;44
1631013723314300;-40;-26;43
1631013723345560;-40;-26;43
1631013723376810;-40;-26;44
1631013723408060;-40;-26;43
1631013723439310;-40;-26;43
1631013723470560;-40;-26;43
1631013723501810;-40;-26;43
1631013723533070;-40;-26;43
1631013723564320;-40;-26;43
1631013723595570;-40;-26;44
1631013723626820;-40;-26;43
1631013723658070;-40;-26;43
1631013723689320;-40;-26;44
1631013723720570;-40;-26;43
1631013723751830;-40;-26;43
1631013723783080;-40;-26;43
1631013723814330;-40;-26;44
1631013723845580;-41;-26;43
1631013723876830;-41;-26;43
1631013723908080;-40;-26;43
1631013723939330;-40;-26;44
1631013723970590;-40;-26;44
1631013724001840;-40;-26;43
1631013724033090;-40;-26;43
1631013724064340;-40;-26;43
1631013724095590;-40;-26;44
1631013724126840;-40;-26;44
1631013724158090;-40;-26;43
1631013724189350;-40;-26;44
1631013724220600;-40;-26;43
1631013724251850;-40;-26;43
1631013724283100;-40;-26;44
1631013724314350;-40;-26;43
1631013724345600;-40;-26;44
1631013724376850;-40;-26;43
1631013724408110;-40;-26;43
1631013724439360;-40;-26;43
1631013724470610;-40;-26;44
1631013724501860;-40;-26;43
1631013724533110;-40;-26;44
1631013724564360;-40;-26;43
1631013724595610;-40;-26;44
1631013724626870;-40;-26;43
1631013724658120;-41;-26;43
1631013724689370;-40;-26;43
1631013724720620;-40;-26;43
1631013724751870;-40;-26;44
1631013724783120;-40;-26;43
1631013724814370;-40;-26;43
1631013724845630;-41;-26;43
1631013724876880;-40;-26;43
1631013724908130;-40;-26;44
1631013724939380;-40;-26;44
1631013724970630;-40;-26;44
1631013725001880;-40;-26;43
1631013725033130;-40;-26;44
1631013725064390;-40;-26;44
1631013725095640;-40;-26;44
1631013725126890;-40;-26;43
1631013725158140;-40;-26;43
1631013725189390;-40;-26;44
1631013725220640;-40;-26;43
1631013725251890;-40;-26;43
1631013725283150;-40;-26;43
1631013725314400;-40;-26;44
1631013725345650;-40;-26;43
1631013725376900;-40;-26;44
1631013725408150;-40;-26;43
1631013725439400;-40;-26;44
1631013725470650;-40;-26;43
1631013725501910;-40;-26;44
1631013725533160;-40;-26;43
1631013725564410;-40;-26;43
1631013725595660;-40;-26;44
1631013725626910;-40;-26;43
1631013725658160;-40;-26;43
1631013725689410;-40;-26;43
1631013725720670;-40;-26;43
1631013725751920;-40;-26;43
1631013725783170;-41;-26;43
1631013725814420;-41;-26;43
1631013725845670;-40;-26;43
1631013725876920;-38;-26;44
1631013725908170;-39;-26;44
1631013725939430;-40;-26;44
1631013725970680;-42;-26;42
1631013726001930;-42;-26;42
1631013726033180;-41;-25;43
1631013726064430;-42;-25;43
1631013726095680;-44;-25;43
1631013726126940;-42;-26;42
1631013726158190;-38;-26;43
1631013726189440;-36;-28;44
1631013726220690;-40;-28;44
1631013726251940;-42;-28;44
1631013726283190;-42;-28;41
1631013726314440;-42;-27;41
1631013726345700;-42;-27;41
1631013726376950;-42;-27;43
1631013726408200;-41;-25;44
1631013726439450;-41;-26;43
1631013726470700;-40;-25;43
1631013726501950;-40;-25;43
1631013726533200;-39;-25;44
1631013726564460;-39;-26;44
1631013726595710;-39;-26;44
1631013726626960;-39;-26;43
1631013726658210;-41;-27;43
1631013726689460;-41;-27;43
1631013726720710;-41;-27;43
1631013726751960;-40;-26;43
1631013726783220;-40;-26;43
1631013726814470;-40;-27;43
1631013726845720;-40;-27;43
1631013726876970;-40;-26;43
1631013726908220;-41;-26;43
1631013726939470;-40;-26;43
1631013726970720;-41;-26;43
1631013727001980;-40;-26;43
1631013727033230;-41;-26;43
1631013727064480;-41;-27;42
1631013727095730;-41;-27;43
1631013727126980;-41;-26;43
1631013727158230;-41;-26;43
1631013727189480;-40;-26;43
1631013727220740;-41;-26;43
1631013727251990;-41;-26;43
1631013727283240;-41;-27;43
1631013727314490;-41;-27;42
1631013727345740;-41;-27;41
1631013727376990;-41;-27;41
1631013727408240;-39;-27;42
1631013727439500;-38;-27;43
1631013727470750;-38;-28;44
1631013727502000;-42;-28;44
1631013727533250;-45;-27;43
1631013727564500;-48;-25;43
1631013727595750;-40;-24;37
1631013727627000;-38;-25;38
1631013727658260;-35;-28;43
1631013727689510;-39;-29;47
1631013727720760;-41;-28;44
1631013727752010;-43;-28;40
1631013727783260;-41;-27;40
1631013727814510;-41;-27;41
1631013727845760;-40;-28;44
1631013727877020;-40;-28;45
1631013727908270;-41;-26;42
1631013727939520;-42;-26;41
1631013727970770;-42;-26;41
1631013728002020;-41;-27;43
1631013728033270;-40;-27;43
1631013728064520;-39;-27;43
1631013728095780;-40;-26;43
1631013728127030;-40;-26;43
1631013728158280;-40;-27;42
1631013728189530;-40;-27;43
1631013728220780;-41;-27;43
1631013728252030;-41;-28;43
1631013728283280;-41;-27;42
1631013728314540;-41;-27;42
1631013728345790;-41;-27;42
1631013728377040;-40;-27;42
1631013728408290;-41;-27;43
1631013728439540;-40;-27;43
1631013728470790;-40;-27;43
1631013728502050;-40;-27;43
1631013728533300;-40;-27;43
1631013728564550;-40;-27;43
1631013728595800;-40;-27;43
1631013728627050;-40;-27;43
1631013728658300;-40;-27;43
1631013728689550;-40;-27;43
1631013728720810;-40;-27;43
1631013728752060;-41;-27;43
1631013728783310;-41;-28;42
1631013728814560;-41;-27;42
1631013728845810;-40;-27;43
1631013728877060;-41;-27;42
1631013728908310;-41;-27;42
1631013728939570;-41;-27;42
1631013728970820;-41;-27;42
1631013729002070;-41;-27;43
1631013729033320;-40;-27;43
1631013729064570;-41;-27;43
1631013729095820;-41;-27;42
1631013729127070;-40;-27;42
1631013729158330;-41;-27;42
1631013729189580;-41;-27;42
1631013729220830;-41;-27;42
1631013729252080;-41;-27;42
1631013729283330;-41;-27;42
1631013729314580;-40;-27;42
1631013729345830;-41;-27;42
1631013729377090;-41;-27;42
1631013729408340;-41;-27;42
1631013729439590;-41;-27;42
1631013729470840;-41;-27;42
1631013729502090;-41;-27;42
1631013729533340;-41;-27;42
1631013729564590;-41;-27;42
1631013729595850;-41;-27;42
1631013729627100;-41;-27;42
1631013729658350;-40;-27;43
1631013729689600;-40;-27;43
1631013729720850;-41;-27;42
1631013729752100;-41;-27;42
1631013729783350;-41;-27;42
1631013729814610;-41;-27;43
1631013729845860;-41;-27;43
1631013729877110;-41;-27;42
1631013729908360;-41;-27;42
1631013729939610;-41;-27;42
1631013729970860;-41;-27;42
1631013730002110;-41;-27;43
1631013730033370;-40;-27;43
1631013730064620;-41;-27;42
1631013730095870;-40;-26;42
1631013730127120;-40;-27;43
1631013730158370;-39;-27;43
1631013730189620;-39;-27;44
1631013730220870;-39;-28;43
1631013730252130;-40;-28;43
1631013730283380;-41;-28;42
1631013730314630;-41;-27;42
1631013730345880;-41;-27;42
1631013730377130;-41;-27;42
1631013730408380;-41;-27;43
1631013730439630;-39;-28;43
1631013730470890;-39;-28;43
1631013730502140;-39;-27;43
1631013730533390;-40;-28;44
1631013730564640;-40;-27;43
1631013730595890;-40;-26;43
1631013730627140;-40;-27;43
1631013730658390;-40;-27;43
1631013730689650;-40;-27;43
1631013730720900;-40;-27;43
1631013730752150;-40;-27;43
1631013730783400;-40;-28;43
1631013730814650;-40;-27;43
1631013730845900;-39;-27;43
1631013730877160;-40;-27;44
1631013730908410;-41;-27;43
1631013730939660;-40;-27;42
1631013730970910;-40;-27;42
1631013731002160;-41;-27;43
1631013731033410;-40;-27;43
1631013731064660;-39;-27;43
1631013731095920;-39;-27;43
1631013731127170;-40;-27;43
1631013731158420;-41;-27;43
1631013731189670;-41;-27;42
1631013731220920;-40;-27;43
1631013731252170;-39;-27;43
1631013731283420;-39;-28;44
1631013731314680;-39;-28;43
1631013731345930;-41;-29;43
1631013731377180;-41;-28;43
1631013731408430;-40;-27;42
1631013731439680;-40;-26;43
1631013731470930;-40;-26;42
1631013731502180;-41;-26;42
1631013731533440;-40;-26;43
1631013731564690;-40;-27;43
1631013731595940;-41;-28;43
1631013731627190;-41;-28;43
1631013731658440;-40;-26;42
1631013731689690;-40;-27;42
1631013731720940;-40;-27;43
1631013731752200;-41;-28;43
1631013731783450;-41;-28;43
1631013731814700;-41;-26;42
1631013731845950;-40;-26;42
1631013731877200;-40;-26;43
1631013731908450;-39;-27;43
1631013731939700;-39;-28;44
1631013731970960;-40;-28;44
1631013732002210;-42;-27;42
1631013732033460;-41;-28;42
1631013732064710;-40;-28;42
1631013732095960;-41;-28;42
1631013732127210;-42;-28;41
1631013732158460;-43;-27;41
1631013732189720;-42;-27;41
1631013732220970;-41;-27;42
1631013732252220;-40;-27;43
1631013732283470;-42;-28;42
1631013732314720;-42;-27;41
1631013732345970;-40;-27;43
1631013732377220;-39;-26;45
1631013732408480;-40;-26;46
1631013732439730;-39;-28;42
1631013732470980;-37;-26;41
1631013732502230;-39;-26;44
1631013732533480;-40;-27;45
1631013732564730;-39;-27;45
1631013732595980;-40;-27;42
1631013732627240;-41;-27;42
1631013732658490;-40;-27;42
1631013732689740;-40;-28;44
1631013732720990;-39;-27;44
1631013732752240;-39;-27;43
1631013732783490;-39;-27;43
1631013732814740;-40;-27;44
1631013732846000;-40;-27;44
1631013732877250;-39;-27;43
1631013732908500;-39;-27;44
1631013732939750;-40;-27;44
1631013732971000;-39;-27;43
1631013733002250;-39;-27;44
1631013733033500;-39;-27;43
1631013733064760;-40;-27;43
1631013733096010;-40;-27;44
1631013733127260;-39;-27;43
1631013733158510;-40;-27;43
1631013733189760;-40;-27;44
1631013733221010;-40;-27;43
1631013733252260;-40;-27;43
1631013733283520;-39;-27;44
1631013733314770;-39;-27;44
1631013733346020;-40;-27;44
1631013733377270;-39;-27;44
1631013733408520;-39;-27;44
1631013733439770;-39;-27;44
1631013733471020;-39;-27;44
1631013733502280;-39;-27;44
1631013733533530;-39;-27;44
1631013733564780;-39;-27;44
1631013733596030;-39;-27;44
1631013733627280;-39;-27;44
1631013733658530;-39;-27;44
1631013733689790;-39;-27;44
1631013733721040;-40;-27;44
1631013733752290;-39;-27;43
1631013733783540;-39;-27;44
1631013733814790;-39;-27;44
1631013733846040;-39;-27;44
