1631013703549000;7.155974
1631013703799000;7.13547
1631013704049000;7.164945
1631013704299000;7.217485
1631013704549000;7.364856
1631013704799000;7.567331
1631013705049000;7.742895
1631013705299000;7.89411
1631013705549000;7.99791
1631013705799000;8.126873
1631013706049000;8.134562
1631013706299000;7.95131
1631013706549000;7.910302
1631013706799000;7.80522
1631013707049000;7.683479
1631013707299000;7.687324
1631013707549000;7.857761
1631013707799000;7.987191
1631013708049000;8.014102
1631013708299000;7.947465
1631013708549000;7.862887
1631013708799000;7.720642
1631013709049000;7.58096
1631013709299000;7.390019
1631013709549000;7.321286
1631013709799000;7.237989
1631013710049000;7.148285
1631013710299000;7.118811
1631013710549000;7.080367
1631013710799000;7.063707
1631013711049000;7.056018
1631013711299000;7.079085
1631013711549000;7.116248
1631013711799000;7.163663
1631013712049000;7.193137
1631013712299000;7.200826
1631013712549000;7.190574
1631013712799000;7.17776
1631013713049000;7.1611
1631013713299000;7.138033
1631013713549000;7.122655
1631013713799000;7.109841
1631013714049000;7.114967
1631013714299000;7.134189
1631013714549000;7.155974
1631013714799000;7.173915
1631013715049000;7.1957
1631013715299000;7.188011
1631013715549000;7.179041
1631013715799000;7.173915
1631013716049000;7.24696
1631013716299000;7.494287
1631013716549000;7.756991
1631013716799000;7.899236
1631013717049000;7.905643
1631013717299000;7.87745
1631013717549000;7.82491
1631013717799000;7.797998
1631013718049000;7.790309
1631013718299000;7.753146
1631013718549000;7.67882
1631013718799000;7.57502
1631013719049000;7.451997
1631013719299000;7.321286
1631013719549000;7.216204
1631013719799000;7.148285
1631013720049000;7.095745
1631013720299000;7.064989
1631013720549000;7.054737
1631013720799000;7.045766
1631013721049000;7.039359
1631013721299000;7.038077
1631013721549000;7.036796
1631013721799000;7.034233
1631013722049000;7.044485
1631013722299000;7.047048
1631013722549000;7.045766
1631013722799000;7.050892
1631013723049000;7.056018
1631013723299000;7.056018
1631013723549000;7.06627
1631013723799000;7.075241
1631013724049000;7.103433
1631013724299000;7.132907
1631013724549000;7.166226
1631013724799000;7.253367
1631013725049000;7.413553
1631013725299000;7.557079
1631013725549000;7.622435
1631013725799000;7.632687
1631013726049000;7.596805
1631013726299000;7.54042
1631013726549000;7.460968
1631013726799000;7.390486
1631013727049000;7.343071
1631013727299000;7.305908
1631013727549000;7.276434
1631013727799000;7.270026
1631013728049000;7.273871
1631013728299000;7.268745
1631013728549000;7.276434
1631013728799000;7.277715
1631013729049000;7.277715
1631013729299000;7.270026
1631013729549000;7.275152
1631013729799000;7.285404
1631013730049000;7.28156
1631013730299000;7.282841
1631013730549000;7.289248
1631013730799000;7.300782
1631013731049000;7.304626
1631013731299000;7.308471
1631013731549000;7.354604
1631013731799000;7.444308
1631013732049000;7.546827
1631013732299000;7.622435
1631013732549000;7.623716
1631013732799000;7.598087
1631013733049000;7.563487
1631013733299000;7.51479
1631013733549000;7.484035
1631013733799000;7.532731
1631013734049000;7.700605
1631013734299000;7.856946
1631013734549000;7.929991
1631013734799000;7.938495
1631013735049000;7.906457
1631013735299000;7.837257
1631013735549000;7.724486
1631013735799000;7.633501
1631013736049000;7.565582
1631013736299000;7.519449
1631013736549000;7.483567
1631013736799000;7.468189
1631013737049000;7.457938
1631013737299000;7.455375
1631013737549000;7.448967
1631013737799000;7.454093
1631013738049000;7.455375
1631013738299000;7.457938
1631013738549000;7.472034
1631013738799000;7.475878
1631013739049000;7.482286
1631013739299000;7.48613
1631013739549000;7.493819
1631013739799000;7.4951
1631013740049000;7.504071
1631013740299000;7.502789
1631013740549000;7.502789
1631013740799000;7.518167
1631013741049000;7.514323
1631013741299000;7.519449
1631013741549000;7.524575
1631013741799000;7.530982
1631013742049000;7.542516
1631013742299000;7.552767
1631013742549000;7.556612
1631013742799000;7.559175
1631013743049000;7.561738
1631013743299000;7.565582
1631013743549000;7.573271
1631013743799000;7.577116
1631013744049000;7.574553
1631013744299000;7.577116
1631013744549000;7.58096
1631013744799000;7.596338
1631013745049000;7.592494
1631013745299000;7.59762
1631013745549000;7.614279
1631013745799000;7.616842
1631013746049000;7.628375
1631013746299000;7.636064
1631013746549000;7.642471
1631013746799000;7.647597
1631013747049000;7.654005
1631013747299000;7.659131
1631013747549000;7.691168
1631013747799000;7.737301
1631013748049000;7.811627
1631013748299000;7.860324
1631013748549000;7.923117
1631013748799000;8.02051
1631013749049000;8.117903
1631013749299000;8.162755
1631013749549000;8.165318
1631013749799000;8.130717
1631013750049000;8.070488
1631013750299000;8.017946
1631013750549000;7.962843
1631013750799000;7.937213
1631013751049000;7.928243
1631013751299000;8.02051
1631013751549000;8.083302
1631013751799000;8.090991
1631013752049000;8.079458
1631013752299000;8.04614
1631013752549000;8.00385
1631013752799000;7.962843
1631013753049000;7.930806
1631013753299000;7.912865
1631013753549000;7.903894
1631013753799000;7.90005
1631013754049000;7.933369
1631013754299000;8.023072
1631013754549000;8.131999
1631013754799000;8.198636
1631013755049000;8.215296
1631013755299000;8.188384
1631013755549000;8.140969
1631013755799000;8.083302
1631013756049000;8.034606
1631013756299000;7.99488
1631013756549000;7.973095
1631013756799000;7.957717
1631013757049000;7.950028
1631013757299000;7.944902
1631013757549000;7.938495
1631013757799000;7.943621
1631013758049000;7.946184
1631013758299000;7.948747
1631013758549000;7.948747
1631013758799000;7.958998
1631013759049000;7.957717
1631013759299000;7.961561
1631013759549000;8.011539
1631013759799000;8.160192
1631013760049000;8.393422
1631013760299000;8.52926
1631013760549000;8.60345
1631013760799000;8.595761
1631013761049000;8.538095
1631013761299000;8.453516
1631013761549000;8.32665
1631013761799000;8.210034
1631013762049000;8.126738
1631013762299000;8.065227
1631013762549000;8.0255
1631013762799000;8.003715
1631013763049000;7.992182
1631013763299000;7.989619
1631013763549000;7.9909
1631013763799000;7.993463
1631013764049000;7.994745
1631013764299000;7.998589
1631013764549000;8.002434
1631013764799000;7.99987
1631013765049000;8.012686
1631013765299000;8.01653
1631013765549000;8.028063
1631013765799000;8.035752
1631013766049000;8.048567
1631013766299000;8.052411
1631013766549000;8.054975
1631013766799000;8.069071
1631013767049000;8.081885
1631013767299000;8.097263
1631013767549000;8.11136
1631013767799000;8.124174
1631013768049000;8.133145
1631013768299000;8.1293
1631013768549000;8.139552
1631013768799000;8.134426
1631013769049000;8.144678
1631013769299000;8.152368
1631013769549000;8.161338
1631013769799000;8.177997
1631013770049000;8.202345
1631013770299000;8.222849
1631013770549000;8.242071
1631013770799000;8.263857
1631013771049000;8.272827
1631013771299000;8.277953
1631013771549000;8.289486
1631013771799000;8.288205
1631013772049000;8.283079
1631013772299000;8.280516
1631013772549000;8.277953
1631013772799000;8.279234
1631013773049000;8.289486
1631013773299000;8.295894
1631013773549000;8.303582
1631013773799000;8.317678
1631013774049000;8.32665
1631013774299000;8.34459
1631013774549000;8.352279
1631013774799000;8.362531
1631013775049000;8.374064
1631013775299000;8.384316
1631013775549000;8.392005
1631013775799000;8.399693
1631013776049000;8.417635
1631013776299000;8.429168
1631013776549000;8.456079
1631013776799000;8.481709
1631013777049000;8.486835
1631013777299000;8.47402
1631013777549000;8.204908
1631013777799000;8.153648
1631013778049000;8.188249
1631013778299000;8.354842
1631013778549000;8.398413
1631013778799000;8.547065
1631013779049000;8.679058
1631013779299000;8.896911
1631013779549000;9.019933
1631013779799000;9.12097
1631013780049000;8.951814
1631013780299000;9.015888
1631013780549000;8.841606
1631013780799000;8.833918
1631013781049000;8.595561
1631013781299000;8.489198
1631013781549000;8.586591
1631013781799000;8.627598
1631013782049000;8.577621
1631013782299000;8.621191
1631013782549000;8.537894
1631013782799000;8.513546
1631013783049000;8.400775
1631013783299000;8.454798
1631013783549000;8.475302
1631013783799000;8.518872
1631013784049000;8.545783
1631013784299000;8.562443
